year,state,county,environmental,subgroup,subgroup_type,environmental_quality
2014,1,39,16.38476118,Low Poverty,poverty,1
2014,1,41,14.9446836,All,all,1
2014,1,41,NA,High Poverty,poverty,NA
2014,1,41,14.99349222,Low Poverty,poverty,1
2014,1,43,23.07156493,All,all,1
2014,1,43,NA,High Poverty,poverty,NA
2014,1,43,23.38139114,Low Poverty,poverty,1
2014,1,45,13.21396437,All,all,1
2014,1,45,NA,High Poverty,poverty,NA
2014,1,45,13.32479778,Low Poverty,poverty,1
2014,1,47,9.516833166,All,all,1
2014,1,47,9.228924162,High Poverty,poverty,1
2014,1,47,9.763540998,Low Poverty,poverty,1
2014,1,49,44.06947688,All,all,1
2014,1,49,NA,High Poverty,poverty,NA
2014,1,49,44.37126463,Low Poverty,poverty,1
2014,1,51,7.553815316,All,all,1
2014,1,51,NA,High Poverty,poverty,NA
2014,1,51,7.552912688,Low Poverty,poverty,1
2014,1,53,15.89411703,All,all,1
2014,1,53,22,High Poverty,poverty,1
2014,1,53,15.00324082,Low Poverty,poverty,1
2014,1,55,18.04133454,All,all,1
2014,1,55,11.45023189,High Poverty,poverty,1
2014,1,55,18.97005606,Low Poverty,poverty,1
2014,1,57,20.95164228,All,all,1
2014,1,57,NA,High Poverty,poverty,NA
2014,1,57,21.08023203,Low Poverty,poverty,1
2014,1,59,36.08195686,All,all,1
2014,1,59,NA,High Poverty,poverty,NA
2014,1,59,35.93903982,Low Poverty,poverty,1
2014,1,61,18.84710621,All,all,1
2014,1,61,NA,High Poverty,poverty,NA
2014,1,61,18.95580327,Low Poverty,poverty,1
2014,1,63,13.24278245,All,all,1
2014,1,63,14,High Poverty,poverty,1
2014,1,63,12.77542697,Low Poverty,poverty,1
2014,1,65,14.13389203,All,all,1
2014,1,65,15,High Poverty,poverty,1
2014,1,65,13.97456659,Low Poverty,poverty,1
2014,1,67,15.24279097,All,all,1
2014,1,67,NA,High Poverty,poverty,NA
2014,1,67,15.29853417,Low Poverty,poverty,1
2014,1,69,15.58981946,All,all,1
2014,1,69,12,High Poverty,poverty,1
2014,1,69,15.78819297,Low Poverty,poverty,1
2014,1,71,47.86005055,All,all,1
2014,1,71,NA,High Poverty,poverty,NA
2014,1,71,47.83207763,Low Poverty,poverty,1
2014,1,73,8.237214534,All,all,1
2014,1,73,3.559918847,High Poverty,poverty,1
2014,1,73,8.935410116,Low Poverty,poverty,1
2014,1,75,24.84244463,All,all,1
2014,1,75,NA,High Poverty,poverty,NA
2014,1,75,24.7651633,Low Poverty,poverty,1
2014,1,77,34.90050657,All,all,1
2014,1,77,20.83143508,High Poverty,poverty,1
2014,1,77,36.9784287,Low Poverty,poverty,1
2014,1,79,35.26738584,All,all,1
2014,1,79,NA,High Poverty,poverty,NA
2014,1,79,35.25033265,Low Poverty,poverty,1
2014,1,81,6.879423506,All,all,1
2014,1,81,6.216381418,High Poverty,poverty,1
2014,1,81,7.050132361,Low Poverty,poverty,1
2014,1,83,33.69326695,All,all,1
2014,1,83,NA,High Poverty,poverty,NA
2014,1,83,33.683765,Low Poverty,poverty,1
2014,1,85,14.59598828,All,all,1
2014,1,85,15,High Poverty,poverty,1
2014,1,85,14.55414389,Low Poverty,poverty,1
2014,1,87,4.701584979,All,all,1
2014,1,87,4,High Poverty,poverty,1
2014,1,87,4.831667543,Low Poverty,poverty,1
2014,1,89,26.93053326,All,all,1
2014,1,89,14.86569533,High Poverty,poverty,1
2014,1,89,27.95689034,Low Poverty,poverty,1
2014,1,91,13.70125433,All,all,1
2014,1,91,11,High Poverty,poverty,1
2014,1,91,14.36981824,Low Poverty,poverty,1
2014,1,93,31.56546664,All,all,1
2014,1,93,NA,High Poverty,poverty,NA
2014,1,93,31.45055497,Low Poverty,poverty,1
2014,1,95,34.24044581,All,all,1
2014,1,95,NA,High Poverty,poverty,NA
2014,1,95,34.50881406,Low Poverty,poverty,1
2014,1,97,16.04454105,All,all,1
2014,1,97,9.816335869,High Poverty,poverty,1
2014,1,97,16.93195468,Low Poverty,poverty,1
2014,1,99,21.45097517,All,all,1
2014,1,99,16,High Poverty,poverty,1
2014,1,99,21.99213879,Low Poverty,poverty,1
2014,1,101,5.568503386,All,all,1
2014,1,101,4.874655206,High Poverty,poverty,1
2014,1,101,5.75485769,Low Poverty,poverty,1
2014,1,103,23.41522749,All,all,1
2014,1,103,4,High Poverty,poverty,1
2014,1,103,24.22788009,Low Poverty,poverty,1
2014,1,105,13.37332157,All,all,1
2014,1,105,14,High Poverty,poverty,1
2014,1,105,13,Low Poverty,poverty,1
2014,1,107,18.61546691,All,all,1
2014,1,107,NA,High Poverty,poverty,NA
2014,1,107,18.81849888,Low Poverty,poverty,1
2014,1,109,9.112084538,All,all,1
2014,1,109,8,High Poverty,poverty,1
2014,1,109,9.436447167,Low Poverty,poverty,1
2014,1,111,20.048627,All,all,1
2014,1,111,NA,High Poverty,poverty,NA
2014,1,111,20.30771957,Low Poverty,poverty,1
2014,1,113,4.526237276,All,all,1
2014,1,113,3,High Poverty,poverty,1
2014,1,113,4.753288743,Low Poverty,poverty,1
2014,1,115,16.03223763,All,all,1
2014,1,115,NA,High Poverty,poverty,NA
2014,1,115,15.97774528,Low Poverty,poverty,1
2014,1,117,10.67252744,All,all,1
2014,1,117,NA,High Poverty,poverty,NA
2014,1,117,10.67054219,Low Poverty,poverty,1
2014,1,119,18.13131839,All,all,1
2014,1,119,17.22058824,High Poverty,poverty,1
2014,1,119,19.30717822,Low Poverty,poverty,1
2014,1,121,12.92930344,All,all,1
2014,1,121,12,High Poverty,poverty,1
2014,1,121,13.05280516,Low Poverty,poverty,1
2014,1,123,11.20435888,All,all,1
2014,1,123,NA,High Poverty,poverty,NA
2014,1,123,11.20764244,Low Poverty,poverty,1
2014,1,125,7.12794584,All,all,1
2014,1,125,3.675247525,High Poverty,poverty,1
2014,1,125,7.839450156,Low Poverty,poverty,1
2014,1,127,15.69628914,All,all,1
2014,1,127,NA,High Poverty,poverty,NA
2014,1,127,15.6794795,Low Poverty,poverty,1
2014,1,129,16.14150668,All,all,1
2014,1,129,NA,High Poverty,poverty,NA
2014,1,129,15.94890922,Low Poverty,poverty,1
2014,1,131,13.45324184,All,all,1
2014,1,131,11.68206522,High Poverty,poverty,1
2014,1,131,14.93514037,Low Poverty,poverty,1
2014,1,133,29.62462896,All,all,1
2014,1,133,NA,High Poverty,poverty,NA
2014,1,133,29.42539303,Low Poverty,poverty,1
2014,2,13,99,All,all,1
2014,2,13,NA,High Poverty,poverty,NA
2014,2,13,99,Low Poverty,poverty,1
2014,2,16,99,All,all,1
2014,2,16,NA,High Poverty,poverty,NA
2014,2,16,99,Low Poverty,poverty,1
2014,2,20,69.4389291,All,all,1
2014,2,20,NA,High Poverty,poverty,NA
2014,2,20,69.76404246,Low Poverty,poverty,1
2014,2,50,99,All,all,1
2014,2,50,NA,High Poverty,poverty,NA
2014,2,50,99,Low Poverty,poverty,1
2014,2,60,99,All,all,1
2014,2,60,NA,High Poverty,poverty,NA
2014,2,60,99,Low Poverty,poverty,1
2014,2,68,99,All,all,1
2014,2,68,NA,High Poverty,poverty,NA
2014,2,68,99,Low Poverty,poverty,1
2014,2,70,99,All,all,1
2014,2,70,NA,High Poverty,poverty,NA
2014,2,70,99,Low Poverty,poverty,1
2014,2,90,95.12897834,All,all,1
2014,2,90,NA,High Poverty,poverty,NA
2014,2,90,95.42062732,Low Poverty,poverty,1
2014,2,100,99,All,all,1
2014,2,100,NA,High Poverty,poverty,NA
2014,2,100,99,Low Poverty,poverty,1
2014,2,105,99,All,all,1
2014,2,105,NA,High Poverty,poverty,NA
2014,2,105,99,Low Poverty,poverty,1
2014,2,110,99,All,all,1
2014,2,110,NA,High Poverty,poverty,NA
2014,2,110,99,Low Poverty,poverty,1
2014,2,122,99,All,all,1
2014,2,122,NA,High Poverty,poverty,NA
2014,2,122,99,Low Poverty,poverty,1
2014,2,130,97.27434922,All,all,1
2014,2,130,NA,High Poverty,poverty,NA
2014,2,130,97.45217684,Low Poverty,poverty,1
2014,2,150,99,All,all,1
2014,2,150,NA,High Poverty,poverty,NA
2014,2,150,99,Low Poverty,poverty,1
2014,2,164,99,All,all,1
2014,2,164,NA,High Poverty,poverty,NA
2014,2,164,99,Low Poverty,poverty,1
2014,2,170,98.92351054,All,all,1
2014,2,170,NA,High Poverty,poverty,NA
2014,2,170,98.92037867,Low Poverty,poverty,1
2014,2,180,99,All,all,1
2014,2,180,NA,High Poverty,poverty,NA
2014,2,180,99,Low Poverty,poverty,1
2014,2,185,98.10012477,All,all,1
2014,2,185,NA,High Poverty,poverty,NA
2014,2,185,98.02085543,Low Poverty,poverty,1
2014,2,188,90.97262774,All,all,1
2014,2,188,NA,High Poverty,poverty,NA
2014,2,188,91.53221957,Low Poverty,poverty,1
2014,2,195,99,All,all,1
2014,2,195,NA,High Poverty,poverty,NA
2014,2,195,99,Low Poverty,poverty,1
2014,2,198,99,All,all,1
2014,2,198,99,High Poverty,poverty,1
2014,2,198,99,Low Poverty,poverty,1
2014,2,220,99,All,all,1
2014,2,220,NA,High Poverty,poverty,NA
2014,2,220,99,Low Poverty,poverty,1
2014,2,230,99,All,all,1
2014,2,230,NA,High Poverty,poverty,NA
2014,2,230,99,Low Poverty,poverty,1
2014,2,240,99,All,all,1
2014,2,240,NA,High Poverty,poverty,NA
2014,2,240,99,Low Poverty,poverty,1
2014,2,261,99,All,all,1
2014,2,261,NA,High Poverty,poverty,NA
2014,2,261,99,Low Poverty,poverty,1
2014,2,270,99,All,all,1
2014,2,270,NA,High Poverty,poverty,NA
2014,2,270,99,Low Poverty,poverty,1
2014,2,275,99,All,all,1
2014,2,275,NA,High Poverty,poverty,NA
2014,2,275,99,Low Poverty,poverty,1
2014,2,282,99,All,all,1
2014,2,282,NA,High Poverty,poverty,NA
2014,2,282,99,Low Poverty,poverty,1
2014,2,290,99,All,all,1
2014,2,290,NA,High Poverty,poverty,NA
2014,2,290,99,Low Poverty,poverty,1
2014,4,1,97.8480081,All,all,1
2014,4,1,98.04230501,High Poverty,poverty,1
2014,4,1,97.76529846,Low Poverty,poverty,1
2014,4,3,88.98074262,All,all,1
2014,4,3,81,High Poverty,poverty,1
2014,4,3,89.28134866,Low Poverty,poverty,1
2014,4,5,92.55520296,All,all,1
2014,4,5,92.62491189,High Poverty,poverty,1
2014,4,5,92.76187953,Low Poverty,poverty,1
2014,4,7,81.02355283,All,all,1
2014,4,7,79.82145898,High Poverty,poverty,1
2014,4,7,81.53316368,Low Poverty,poverty,1
2014,4,9,78.2209268,All,all,1
2014,4,9,74,High Poverty,poverty,1
2014,4,9,78.1111681,Low Poverty,poverty,1
2014,4,11,85.03045455,All,all,1
2014,4,11,NA,High Poverty,poverty,NA
2014,4,11,84.86643186,Low Poverty,poverty,1
2014,4,12,45.04644191,All,all,1
2014,4,12,NA,High Poverty,poverty,NA
2014,4,12,45.34849409,Low Poverty,poverty,1
2014,4,13,19.89020481,All,all,1
2014,4,13,10.78038684,High Poverty,poverty,1
2014,4,13,21.35360327,Low Poverty,poverty,1
2014,4,15,63.58961784,All,all,1
2014,4,15,86.00933573,High Poverty,poverty,1
2014,4,15,61.33352985,Low Poverty,poverty,1
2014,4,17,92.83470867,All,all,1
2014,4,17,96.63208604,High Poverty,poverty,1
2014,4,17,91.81772828,Low Poverty,poverty,1
2014,4,19,43.28901146,All,all,1
2014,4,19,27.81835191,High Poverty,poverty,1
2014,4,19,47.40506845,Low Poverty,poverty,1
2014,4,21,38.96654449,All,all,1
2014,4,21,29.86819561,High Poverty,poverty,1
2014,4,21,38.98216,Low Poverty,poverty,1
2014,4,23,81.45801058,All,all,1
2014,4,23,80.48692308,High Poverty,poverty,1
2014,4,23,82.03003255,Low Poverty,poverty,1
2014,4,25,85.50598767,All,all,1
2014,4,25,95,High Poverty,poverty,1
2014,4,25,85.54049755,Low Poverty,poverty,1
2014,4,27,32.74079314,All,all,1
2014,4,27,39.78939394,High Poverty,poverty,1
2014,4,27,32.49683334,Low Poverty,poverty,1
2014,5,1,50.59636287,All,all,1
2014,5,1,NA,High Poverty,poverty,NA
2014,5,1,50.66363458,Low Poverty,poverty,1
2014,5,3,35.55875356,All,all,1
2014,5,3,NA,High Poverty,poverty,NA
2014,5,3,35.3626516,Low Poverty,poverty,1
2014,5,5,35.62302571,All,all,1
2014,5,5,NA,High Poverty,poverty,NA
2014,5,5,35.83100595,Low Poverty,poverty,1
2014,5,7,50.2595879,All,all,1
2014,5,7,NA,High Poverty,poverty,NA
2014,5,7,50.37747802,Low Poverty,poverty,1
2014,5,9,57.63523366,All,all,1
2014,5,9,NA,High Poverty,poverty,NA
2014,5,9,58.03114426,Low Poverty,poverty,1
2014,5,11,29.24107458,All,all,1
2014,5,11,37,High Poverty,poverty,1
2014,5,11,26.93722257,Low Poverty,poverty,1
2014,5,13,32.6196354,All,all,1
2014,5,13,NA,High Poverty,poverty,NA
2014,5,13,32.72759104,Low Poverty,poverty,1
2014,5,15,70.67009339,All,all,1
2014,5,15,NA,High Poverty,poverty,NA
2014,5,15,70.67253002,Low Poverty,poverty,1
2014,5,17,60.0553573,All,all,1
2014,5,17,58.56247008,High Poverty,poverty,1
2014,5,17,61.57708288,Low Poverty,poverty,1
2014,5,19,21.27416667,All,all,1
2014,5,19,NA,High Poverty,poverty,NA
2014,5,19,22.06164832,Low Poverty,poverty,1
2014,5,21,62.93182256,All,all,1
2014,5,21,NA,High Poverty,poverty,NA
2014,5,21,62.96567468,Low Poverty,poverty,1
2014,5,23,42.03086109,All,all,1
2014,5,23,NA,High Poverty,poverty,NA
2014,5,23,42.14208751,Low Poverty,poverty,1
2014,5,25,37.81307433,All,all,1
2014,5,25,NA,High Poverty,poverty,NA
2014,5,25,37.87315805,Low Poverty,poverty,1
2014,5,27,24.33,All,all,1
2014,5,27,22,High Poverty,poverty,1
2014,5,27,25.28709081,Low Poverty,poverty,1
2014,5,29,28.92519481,All,all,1
2014,5,29,NA,High Poverty,poverty,NA
2014,5,29,29.69527286,Low Poverty,poverty,1
2014,5,31,52.76389042,All,all,1
2014,5,31,46.77963801,High Poverty,poverty,1
2014,5,31,53.78280549,Low Poverty,poverty,1
2014,5,33,36.25678932,All,all,1
2014,5,33,26,High Poverty,poverty,1
2014,5,33,37.27195588,Low Poverty,poverty,1
2014,5,35,42.04341067,All,all,1
2014,5,35,36.7985992,High Poverty,poverty,1
2014,5,35,44.05667142,Low Poverty,poverty,1
2014,5,37,53.06433646,All,all,1
2014,5,37,NA,High Poverty,poverty,NA
2014,5,37,53.78686883,Low Poverty,poverty,1
2014,5,39,33.08876037,All,all,1
2014,5,39,NA,High Poverty,poverty,NA
2014,5,39,33.07148444,Low Poverty,poverty,1
2014,5,41,54.6691795,All,all,1
2014,5,41,53.16161616,High Poverty,poverty,1
2014,5,41,55.77085705,Low Poverty,poverty,1
2014,5,43,41.82063619,All,all,1
2014,5,43,NA,High Poverty,poverty,NA
2014,5,43,42.24496698,Low Poverty,poverty,1
2014,5,45,25.35956334,All,all,1
2014,5,45,7,High Poverty,poverty,1
2014,5,45,26.53124104,Low Poverty,poverty,1
2014,5,47,35.11080178,All,all,1
2014,5,47,NA,High Poverty,poverty,NA
2014,5,47,35.03399433,Low Poverty,poverty,1
2014,5,49,48.0530365,All,all,1
2014,5,49,NA,High Poverty,poverty,NA
2014,5,49,48.0828939,Low Poverty,poverty,1
2014,5,51,31.25134292,All,all,1
2014,5,51,27.45931839,High Poverty,poverty,1
2014,5,51,31.77495897,Low Poverty,poverty,1
2014,5,53,33.34839569,All,all,1
2014,5,53,NA,High Poverty,poverty,NA
2014,5,53,33.38801522,Low Poverty,poverty,1
2014,5,55,50.99634629,All,all,1
2014,5,55,NA,High Poverty,poverty,NA
2014,5,55,51.2164446,Low Poverty,poverty,1
2014,5,57,33.38935724,All,all,1
2014,5,57,NA,High Poverty,poverty,NA
2014,5,57,33.8156085,Low Poverty,poverty,1
2014,5,59,25.02671515,All,all,1
2014,5,59,NA,High Poverty,poverty,NA
2014,5,59,25.06813859,Low Poverty,poverty,1
2014,5,61,37.01709901,All,all,1
2014,5,61,NA,High Poverty,poverty,NA
2014,5,61,37.34849341,Low Poverty,poverty,1
2014,5,63,43.46857112,All,all,1
2014,5,63,NA,High Poverty,poverty,NA
2014,5,63,43.6240736,Low Poverty,poverty,1
2014,5,65,47.67430853,All,all,1
2014,5,65,NA,High Poverty,poverty,NA
2014,5,65,47.95371263,Low Poverty,poverty,1
2014,5,67,51.21531613,All,all,1
2014,5,67,NA,High Poverty,poverty,NA
2014,5,67,51.03184594,Low Poverty,poverty,1
2014,5,69,32.49665796,All,all,1
2014,5,69,29.71331372,High Poverty,poverty,1
2014,5,69,33.0119733,Low Poverty,poverty,1
2014,5,71,34.93474468,All,all,1
2014,5,71,NA,High Poverty,poverty,NA
2014,5,71,35.32432159,Low Poverty,poverty,1
2014,5,73,36.36869165,All,all,1
2014,5,73,NA,High Poverty,poverty,NA
2014,5,73,36.38811844,Low Poverty,poverty,1
2014,5,75,51.31946629,All,all,1
2014,5,75,NA,High Poverty,poverty,NA
2014,5,75,51.20805849,Low Poverty,poverty,1
2014,5,77,64.09388238,All,all,1
2014,5,77,NA,High Poverty,poverty,NA
2014,5,77,63.86336828,Low Poverty,poverty,1
2014,5,79,48.89286473,All,all,1
2014,5,79,NA,High Poverty,poverty,NA
2014,5,79,46.44483799,Low Poverty,poverty,1
2014,5,81,33.80656707,All,all,1
2014,5,81,NA,High Poverty,poverty,NA
2014,5,81,33.94523036,Low Poverty,poverty,1
2014,5,83,40.16155271,All,all,1
2014,5,83,NA,High Poverty,poverty,NA
2014,5,83,40.26965352,Low Poverty,poverty,1
2014,5,85,38.04120197,All,all,1
2014,5,85,NA,High Poverty,poverty,NA
2014,5,85,37.98605988,Low Poverty,poverty,1
2014,5,87,71.79746432,All,all,1
2014,5,87,NA,High Poverty,poverty,NA
2014,5,87,71.87966737,Low Poverty,poverty,1
2014,5,89,54.82968429,All,all,1
2014,5,89,NA,High Poverty,poverty,NA
2014,5,89,54.93034826,Low Poverty,poverty,1
2014,5,91,28.48138365,All,all,1
2014,5,91,20.48148148,High Poverty,poverty,1
2014,5,91,29.43564356,Low Poverty,poverty,1
2014,5,93,56.42456759,All,all,1
2014,5,93,56.36223098,High Poverty,poverty,1
2014,5,93,56.66012079,Low Poverty,poverty,1
2014,5,95,55.88007638,All,all,1
2014,5,95,NA,High Poverty,poverty,NA
2014,5,95,56.37904269,Low Poverty,poverty,1
2014,5,97,49.00742255,All,all,1
2014,5,97,NA,High Poverty,poverty,NA
2014,5,97,49.13550695,Low Poverty,poverty,1
2014,5,99,30.80928242,All,all,1
2014,5,99,NA,High Poverty,poverty,NA
2014,5,99,31.25746753,Low Poverty,poverty,1
2014,5,101,58.8734473,All,all,1
2014,5,101,NA,High Poverty,poverty,NA
2014,5,101,58.73290765,Low Poverty,poverty,1
2014,5,103,26.95790882,All,all,1
2014,5,103,NA,High Poverty,poverty,NA
2014,5,103,27.20339243,Low Poverty,poverty,1
2014,5,105,38.70570048,All,all,1
2014,5,105,NA,High Poverty,poverty,NA
2014,5,105,38.69033284,Low Poverty,poverty,1
2014,5,107,60.48126829,All,all,1
2014,5,107,60.59949543,High Poverty,poverty,1
2014,5,107,60.58553265,Low Poverty,poverty,1
2014,5,109,41.8599267,All,all,1
2014,5,109,NA,High Poverty,poverty,NA
2014,5,109,41.6789916,Low Poverty,poverty,1
2014,5,111,61.79408022,All,all,1
2014,5,111,63,High Poverty,poverty,1
2014,5,111,61.61357306,Low Poverty,poverty,1
2014,5,113,59.78136306,All,all,1
2014,5,113,NA,High Poverty,poverty,NA
2014,5,113,59.96968932,Low Poverty,poverty,1
2014,5,115,28.83720708,All,all,1
2014,5,115,NA,High Poverty,poverty,NA
2014,5,115,29.58756653,Low Poverty,poverty,1
2014,5,117,54.06053097,All,all,1
2014,5,117,NA,High Poverty,poverty,NA
2014,5,117,54.02817538,Low Poverty,poverty,1
2014,5,119,23.87484823,All,all,1
2014,5,119,18.8440678,High Poverty,poverty,1
2014,5,119,24.23927986,Low Poverty,poverty,1
2014,5,121,50.91306058,All,all,1
2014,5,121,NA,High Poverty,poverty,NA
2014,5,121,50.78578234,Low Poverty,poverty,1
2014,5,123,56.67440851,All,all,1
2014,5,123,52,High Poverty,poverty,1
2014,5,123,57.37557188,Low Poverty,poverty,1
2014,5,125,27.29810126,All,all,1
2014,5,125,NA,High Poverty,poverty,NA
2014,5,125,27.47227182,Low Poverty,poverty,1
2014,5,127,53.23004354,All,all,1
2014,5,127,NA,High Poverty,poverty,NA
2014,5,127,53.20754717,Low Poverty,poverty,1
2014,5,129,58.94400199,All,all,1
2014,5,129,NA,High Poverty,poverty,NA
2014,5,129,58.53318003,Low Poverty,poverty,1
2014,5,131,26.48296938,All,all,1
2014,5,131,21.6535333,High Poverty,poverty,1
2014,5,131,27.77287921,Low Poverty,poverty,1
2014,5,133,39.08376812,All,all,1
2014,5,133,NA,High Poverty,poverty,NA
2014,5,133,39.1178126,Low Poverty,poverty,1
2014,5,135,45.85318689,All,all,1
2014,5,135,NA,High Poverty,poverty,NA
2014,5,135,45.84712482,Low Poverty,poverty,1
2014,5,137,56.21251297,All,all,1
2014,5,137,NA,High Poverty,poverty,NA
2014,5,137,56.25684442,Low Poverty,poverty,1
2014,5,139,12.26852078,All,all,1
2014,5,139,NA,High Poverty,poverty,NA
2014,5,139,12.69549345,Low Poverty,poverty,1
2014,5,141,43.06653013,All,all,1
2014,5,141,NA,High Poverty,poverty,NA
2014,5,141,42.7261732,Low Poverty,poverty,1
2014,5,143,50.58552191,All,all,1
2014,5,143,50.02687648,High Poverty,poverty,1
2014,5,143,50.97045683,Low Poverty,poverty,1
2014,5,145,37.3090642,All,all,1
2014,5,145,NA,High Poverty,poverty,NA
2014,5,145,37.89771085,Low Poverty,poverty,1
2014,5,147,56.35861291,All,all,1
2014,5,147,NA,High Poverty,poverty,NA
2014,5,147,56.44777281,Low Poverty,poverty,1
2014,5,149,36.65364275,All,all,1
2014,5,149,NA,High Poverty,poverty,NA
2014,5,149,36.9015134,Low Poverty,poverty,1
2014,6,1,51.17859461,All,all,1
2014,6,1,38.16204726,High Poverty,poverty,1
2014,6,1,52.03490284,Low Poverty,poverty,1
2014,6,3,97,All,all,1
2014,6,3,NA,High Poverty,poverty,NA
2014,6,3,97,Low Poverty,poverty,1
2014,6,5,35.16970317,All,all,1
2014,6,5,NA,High Poverty,poverty,NA
2014,6,5,35.62652242,Low Poverty,poverty,1
2014,6,7,16.97503814,All,all,1
2014,6,7,6.14780413,High Poverty,poverty,1
2014,6,7,18.45555479,Low Poverty,poverty,1
2014,6,9,41.90792725,All,all,1
2014,6,9,NA,High Poverty,poverty,NA
2014,6,9,41.87242417,Low Poverty,poverty,1
2014,6,11,35.92853809,All,all,1
2014,6,11,NA,High Poverty,poverty,NA
2014,6,11,36.00833563,Low Poverty,poverty,1
2014,6,13,39.15491032,All,all,1
2014,6,13,NA,High Poverty,poverty,NA
2014,6,13,39.89631212,Low Poverty,poverty,1
2014,6,15,51.43992731,All,all,1
2014,6,15,NA,High Poverty,poverty,NA
2014,6,15,51.68232556,Low Poverty,poverty,1
2014,6,17,33.11807236,All,all,1
2014,6,17,NA,High Poverty,poverty,NA
2014,6,17,32.62027988,Low Poverty,poverty,1
2014,6,19,13.13927368,All,all,1
2014,6,19,10.24093604,High Poverty,poverty,1
2014,6,19,13.63922822,Low Poverty,poverty,1
2014,6,21,28.7448874,All,all,1
2014,6,21,NA,High Poverty,poverty,NA
2014,6,21,28.68126499,Low Poverty,poverty,1
2014,6,23,67.69633589,All,all,1
2014,6,23,66,High Poverty,poverty,1
2014,6,23,68.10614962,Low Poverty,poverty,1
2014,6,25,17.18065143,All,all,1
2014,6,25,7,High Poverty,poverty,1
2014,6,25,15.47737577,Low Poverty,poverty,1
2014,6,27,95.1775042,All,all,1
2014,6,27,NA,High Poverty,poverty,NA
2014,6,27,95.21900265,Low Poverty,poverty,1
2014,6,29,23.63225724,All,all,1
2014,6,29,11.35232568,High Poverty,poverty,1
2014,6,29,24.5965383,Low Poverty,poverty,1
2014,6,31,32.32247837,All,all,1
2014,6,31,64.78244973,High Poverty,poverty,1
2014,6,31,27.44209778,Low Poverty,poverty,1
2014,6,33,58.8767151,All,all,1
2014,6,33,61.03598147,High Poverty,poverty,1
2014,6,33,59.14466775,Low Poverty,poverty,1
2014,6,35,87.83145461,All,all,1
2014,6,35,NA,High Poverty,poverty,NA
2014,6,35,87.97295564,Low Poverty,poverty,1
2014,6,37,14.00482896,All,all,1
2014,6,37,7.064471702,High Poverty,poverty,1
2014,6,37,14.71702775,Low Poverty,poverty,1
2014,6,39,18.28819563,All,all,1
2014,6,39,7.925665602,High Poverty,poverty,1
2014,6,39,18.89383018,Low Poverty,poverty,1
2014,6,41,81.62661116,All,all,1
2014,6,41,64,High Poverty,poverty,1
2014,6,41,81.88872733,Low Poverty,poverty,1
2014,6,43,44.35991307,All,all,1
