year,state,county,environmental,subgroup,subgroup_type,environmental_quality
2014,1,35,11.71410891,No Predominant Racial Group,race_share_env,1
2014,1,35,NA,Predominantly People of Color,race_share_env,NA
2014,1,35,20,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,37,14.74953321,All,all,1
2014,1,37,15,No Predominant Racial Group,race_share_env,1
2014,1,37,NA,Predominantly People of Color,race_share_env,NA
2014,1,37,14.84786839,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,39,16.49185608,All,all,1
2014,1,39,16.75105932,No Predominant Racial Group,race_share_env,1
2014,1,39,NA,Predominantly People of Color,race_share_env,NA
2014,1,39,16.54198166,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,41,14.9446836,All,all,1
2014,1,41,16,No Predominant Racial Group,race_share_env,1
2014,1,41,NA,Predominantly People of Color,race_share_env,NA
2014,1,41,14.74764789,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,43,23.07156493,All,all,1
2014,1,43,NA,No Predominant Racial Group,race_share_env,NA
2014,1,43,NA,Predominantly People of Color,race_share_env,NA
2014,1,43,23.23659755,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,45,13.21396437,All,all,1
2014,1,45,13.11985313,No Predominant Racial Group,race_share_env,1
2014,1,45,NA,Predominantly People of Color,race_share_env,NA
2014,1,45,13.31496878,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,47,9.516833166,All,all,1
2014,1,47,10.42864228,No Predominant Racial Group,race_share_env,1
2014,1,47,9.09386911,Predominantly People of Color,race_share_env,1
2014,1,47,9.768948094,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,49,44.06947688,All,all,1
2014,1,49,40,No Predominant Racial Group,race_share_env,1
2014,1,49,NA,Predominantly People of Color,race_share_env,NA
2014,1,49,44.95353824,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,51,7.553815316,All,all,1
2014,1,51,6,No Predominant Racial Group,race_share_env,1
2014,1,51,NA,Predominantly People of Color,race_share_env,NA
2014,1,51,7.819613965,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,53,15.89411703,All,all,1
2014,1,53,25,No Predominant Racial Group,race_share_env,1
2014,1,53,15.85745483,Predominantly People of Color,race_share_env,1
2014,1,53,14.4208033,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,55,18.04133454,All,all,1
2014,1,55,12.17730076,No Predominant Racial Group,race_share_env,1
2014,1,55,11.0122399,Predominantly People of Color,race_share_env,1
2014,1,55,19.9997985,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,57,20.95164228,All,all,1
2014,1,57,NA,No Predominant Racial Group,race_share_env,NA
2014,1,57,NA,Predominantly People of Color,race_share_env,NA
2014,1,57,21.14485885,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,59,36.08195686,All,all,1
2014,1,59,40.00889274,No Predominant Racial Group,race_share_env,1
2014,1,59,NA,Predominantly People of Color,race_share_env,NA
2014,1,59,33.85806162,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,61,18.84710621,All,all,1
2014,1,61,NA,No Predominant Racial Group,race_share_env,NA
2014,1,61,NA,Predominantly People of Color,race_share_env,NA
2014,1,61,18.85926844,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,63,13.24278245,All,all,1
2014,1,63,NA,No Predominant Racial Group,race_share_env,NA
2014,1,63,13.29893632,Predominantly People of Color,race_share_env,1
2014,1,63,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,1,65,14.13389203,All,all,1
2014,1,65,15,No Predominant Racial Group,race_share_env,1
2014,1,65,14.43962941,Predominantly People of Color,race_share_env,1
2014,1,65,13.28535032,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,67,15.24279097,All,all,1
2014,1,67,13,No Predominant Racial Group,race_share_env,1
2014,1,67,NA,Predominantly People of Color,race_share_env,NA
2014,1,67,16.13417883,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,69,15.58981946,All,all,1
2014,1,69,11.9248424,No Predominant Racial Group,race_share_env,1
2014,1,69,12.85163953,Predominantly People of Color,race_share_env,1
2014,1,69,16.83110365,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,71,47.86005055,All,all,1
2014,1,71,NA,No Predominant Racial Group,race_share_env,NA
2014,1,71,NA,Predominantly People of Color,race_share_env,NA
2014,1,71,47.98060417,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,73,8.237214534,All,all,1
2014,1,73,8.099948327,No Predominant Racial Group,race_share_env,1
2014,1,73,6.339943379,Predominantly People of Color,race_share_env,1
2014,1,73,9.816778399,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,75,24.84244463,All,all,1
2014,1,75,NA,No Predominant Racial Group,race_share_env,NA
2014,1,75,NA,Predominantly People of Color,race_share_env,NA
2014,1,75,24.71149144,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,77,34.90050657,All,all,1
2014,1,77,NA,No Predominant Racial Group,race_share_env,NA
2014,1,77,23,Predominantly People of Color,race_share_env,1
2014,1,77,36.17539924,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,79,35.26738584,All,all,1
2014,1,79,36.90707071,No Predominant Racial Group,race_share_env,1
2014,1,79,NA,Predominantly People of Color,race_share_env,NA
2014,1,79,34.92328169,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,81,6.879423506,All,all,1
2014,1,81,6.44538666,No Predominant Racial Group,race_share_env,1
2014,1,81,5.411197564,Predominantly People of Color,race_share_env,1
2014,1,81,7.135681997,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,83,33.69326695,All,all,1
2014,1,83,25,No Predominant Racial Group,race_share_env,1
2014,1,83,NA,Predominantly People of Color,race_share_env,NA
2014,1,83,34.60962873,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,85,14.59598828,All,all,1
2014,1,85,NA,No Predominant Racial Group,race_share_env,NA
2014,1,85,14.65568349,Predominantly People of Color,race_share_env,1
2014,1,85,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,1,87,4.701584979,All,all,1
2014,1,87,6,No Predominant Racial Group,race_share_env,1
2014,1,87,4.429231256,Predominantly People of Color,race_share_env,1
2014,1,87,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,1,89,26.93053326,All,all,1
2014,1,89,20.98495847,No Predominant Racial Group,race_share_env,1
2014,1,89,20.30863684,Predominantly People of Color,race_share_env,1
2014,1,89,29.96059682,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,91,13.70125433,All,all,1
2014,1,91,15.64017094,No Predominant Racial Group,race_share_env,1
2014,1,91,12.91409836,Predominantly People of Color,race_share_env,1
2014,1,91,12,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,93,31.56546664,All,all,1
2014,1,93,NA,No Predominant Racial Group,race_share_env,NA
2014,1,93,NA,Predominantly People of Color,race_share_env,NA
2014,1,93,31.6433019,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,95,34.24044581,All,all,1
2014,1,95,26,No Predominant Racial Group,race_share_env,1
2014,1,95,NA,Predominantly People of Color,race_share_env,NA
2014,1,95,35.53148847,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,97,16.04454105,All,all,1
2014,1,97,13.40506078,No Predominant Racial Group,race_share_env,1
2014,1,97,10.55387554,Predominantly People of Color,race_share_env,1
2014,1,97,19.31669932,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,99,21.45097517,All,all,1
2014,1,99,21.64256113,No Predominant Racial Group,race_share_env,1
2014,1,99,17.89804469,Predominantly People of Color,race_share_env,1
2014,1,99,23,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,101,5.568503386,All,all,1
2014,1,101,7.846722952,No Predominant Racial Group,race_share_env,1
2014,1,101,5.295095669,Predominantly People of Color,race_share_env,1
2014,1,101,5.35868654,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,103,23.41522749,All,all,1
2014,1,103,15.64231868,No Predominant Racial Group,race_share_env,1
2014,1,103,8.31097561,Predominantly People of Color,race_share_env,1
2014,1,103,26.89017888,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,105,13.37332157,All,all,1
2014,1,105,13,No Predominant Racial Group,race_share_env,1
2014,1,105,13.47426415,Predominantly People of Color,race_share_env,1
2014,1,105,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,1,107,18.61546691,All,all,1
2014,1,107,18,No Predominant Racial Group,race_share_env,1
2014,1,107,16,Predominantly People of Color,race_share_env,1
2014,1,107,20.20020377,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,109,9.112084538,All,all,1
2014,1,109,8.08808554,No Predominant Racial Group,race_share_env,1
2014,1,109,10,Predominantly People of Color,race_share_env,1
2014,1,109,9.326854883,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,111,20.048627,All,all,1
2014,1,111,16,No Predominant Racial Group,race_share_env,1
2014,1,111,NA,Predominantly People of Color,race_share_env,NA
2014,1,111,21.66413406,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,113,4.526237276,All,all,1
2014,1,113,5.455972906,No Predominant Racial Group,race_share_env,1
2014,1,113,3.533400335,Predominantly People of Color,race_share_env,1
2014,1,113,4.896923582,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,115,16.03223763,All,all,1
2014,1,115,NA,No Predominant Racial Group,race_share_env,NA
2014,1,115,NA,Predominantly People of Color,race_share_env,NA
2014,1,115,16.09643796,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,117,10.67252744,All,all,1
2014,1,117,9.31444927,No Predominant Racial Group,race_share_env,1
2014,1,117,NA,Predominantly People of Color,race_share_env,NA
2014,1,117,10.80213099,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,119,18.13131839,All,all,1
2014,1,119,20,No Predominant Racial Group,race_share_env,1
2014,1,119,17.99204558,Predominantly People of Color,race_share_env,1
2014,1,119,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,1,121,12.92930344,All,all,1
2014,1,121,13.38488111,No Predominant Racial Group,race_share_env,1
2014,1,121,13.41678958,Predominantly People of Color,race_share_env,1
2014,1,121,12.79402971,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,123,11.20435888,All,all,1
2014,1,123,12.05844466,No Predominant Racial Group,race_share_env,1
2014,1,123,12,Predominantly People of Color,race_share_env,1
2014,1,123,10.98531069,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,125,7.12794584,All,all,1
2014,1,125,4.54007213,No Predominant Racial Group,race_share_env,1
2014,1,125,3.162721893,Predominantly People of Color,race_share_env,1
2014,1,125,9.211422942,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,127,15.69628914,All,all,1
2014,1,127,NA,No Predominant Racial Group,race_share_env,NA
2014,1,127,NA,Predominantly People of Color,race_share_env,NA
2014,1,127,15.9045178,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,129,16.14150668,All,all,1
2014,1,129,NA,No Predominant Racial Group,race_share_env,NA
2014,1,129,9,Predominantly People of Color,race_share_env,1
2014,1,129,19.06276687,"Predominantly White, Non-Hispanic",race_share_env,1
2014,1,131,13.45324184,All,all,1
2014,1,131,NA,No Predominant Racial Group,race_share_env,NA
2014,1,131,13.57127339,Predominantly People of Color,race_share_env,1
2014,1,131,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,1,133,29.62462896,All,all,1
2014,1,133,NA,No Predominant Racial Group,race_share_env,NA
2014,1,133,NA,Predominantly People of Color,race_share_env,NA
2014,1,133,29.50946937,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,13,99,All,all,1
2014,2,13,NA,No Predominant Racial Group,race_share_env,NA
2014,2,13,99,Predominantly People of Color,race_share_env,1
2014,2,13,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,16,99,All,all,1
2014,2,16,NA,No Predominant Racial Group,race_share_env,NA
2014,2,16,99,Predominantly People of Color,race_share_env,1
2014,2,16,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,20,69.4389291,All,all,1
2014,2,20,63.59006526,No Predominant Racial Group,race_share_env,1
2014,2,20,61.25446654,Predominantly People of Color,race_share_env,1
2014,2,20,76.70265712,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,50,99,All,all,1
2014,2,50,NA,No Predominant Racial Group,race_share_env,NA
2014,2,50,99,Predominantly People of Color,race_share_env,1
2014,2,50,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,60,99,All,all,1
2014,2,60,99,No Predominant Racial Group,race_share_env,1
2014,2,60,NA,Predominantly People of Color,race_share_env,NA
2014,2,60,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,68,99,All,all,1
2014,2,68,NA,No Predominant Racial Group,race_share_env,NA
2014,2,68,NA,Predominantly People of Color,race_share_env,NA
2014,2,68,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,70,99,All,all,1
2014,2,70,NA,No Predominant Racial Group,race_share_env,NA
2014,2,70,99,Predominantly People of Color,race_share_env,1
2014,2,70,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,90,95.12897834,All,all,1
2014,2,90,89.33852996,No Predominant Racial Group,race_share_env,1
2014,2,90,NA,Predominantly People of Color,race_share_env,NA
2014,2,90,97.02426594,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,100,99,All,all,1
2014,2,100,NA,No Predominant Racial Group,race_share_env,NA
2014,2,100,NA,Predominantly People of Color,race_share_env,NA
2014,2,100,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,105,99,All,all,1
2014,2,105,99,No Predominant Racial Group,race_share_env,1
2014,2,105,99,Predominantly People of Color,race_share_env,1
2014,2,105,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,110,99,All,all,1
2014,2,110,99,No Predominant Racial Group,race_share_env,1
2014,2,110,NA,Predominantly People of Color,race_share_env,NA
2014,2,110,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,122,99,All,all,1
2014,2,122,99,No Predominant Racial Group,race_share_env,1
2014,2,122,NA,Predominantly People of Color,race_share_env,NA
2014,2,122,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,130,97.27434922,All,all,1
2014,2,130,96.00735481,No Predominant Racial Group,race_share_env,1
2014,2,130,NA,Predominantly People of Color,race_share_env,NA
2014,2,130,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,150,99,All,all,1
2014,2,150,99,No Predominant Racial Group,race_share_env,1
2014,2,150,99,Predominantly People of Color,race_share_env,1
2014,2,150,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,164,99,All,all,1
2014,2,164,NA,No Predominant Racial Group,race_share_env,NA
2014,2,164,99,Predominantly People of Color,race_share_env,1
2014,2,164,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,170,98.92351054,All,all,1
2014,2,170,NA,No Predominant Racial Group,race_share_env,NA
2014,2,170,NA,Predominantly People of Color,race_share_env,NA
2014,2,170,98.92700539,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,180,99,All,all,1
2014,2,180,NA,No Predominant Racial Group,race_share_env,NA
2014,2,180,99,Predominantly People of Color,race_share_env,1
2014,2,180,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,185,98.10012477,All,all,1
2014,2,185,NA,No Predominant Racial Group,race_share_env,NA
2014,2,185,99,Predominantly People of Color,race_share_env,1
2014,2,185,96,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,188,90.97262774,All,all,1
2014,2,188,NA,No Predominant Racial Group,race_share_env,NA
2014,2,188,90.35585719,Predominantly People of Color,race_share_env,1
2014,2,188,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,195,99,All,all,1
2014,2,195,NA,No Predominant Racial Group,race_share_env,NA
2014,2,195,NA,Predominantly People of Color,race_share_env,NA
2014,2,195,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,198,99,All,all,1
2014,2,198,99,No Predominant Racial Group,race_share_env,1
2014,2,198,99,Predominantly People of Color,race_share_env,1
2014,2,198,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,220,99,All,all,1
2014,2,220,NA,No Predominant Racial Group,race_share_env,NA
2014,2,220,NA,Predominantly People of Color,race_share_env,NA
2014,2,220,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,230,99,All,all,1
2014,2,230,NA,No Predominant Racial Group,race_share_env,NA
2014,2,230,NA,Predominantly People of Color,race_share_env,NA
2014,2,230,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,240,99,All,all,1
2014,2,240,99,No Predominant Racial Group,race_share_env,1
2014,2,240,NA,Predominantly People of Color,race_share_env,NA
2014,2,240,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,261,99,All,all,1
2014,2,261,NA,No Predominant Racial Group,race_share_env,NA
2014,2,261,NA,Predominantly People of Color,race_share_env,NA
2014,2,261,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,270,99,All,all,1
2014,2,270,NA,No Predominant Racial Group,race_share_env,NA
2014,2,270,99,Predominantly People of Color,race_share_env,1
2014,2,270,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,275,99,All,all,1
2014,2,275,NA,No Predominant Racial Group,race_share_env,NA
2014,2,275,NA,Predominantly People of Color,race_share_env,NA
2014,2,275,99,"Predominantly White, Non-Hispanic",race_share_env,1
2014,2,282,99,All,all,1
2014,2,282,NA,No Predominant Racial Group,race_share_env,NA
2014,2,282,99,Predominantly People of Color,race_share_env,1
2014,2,282,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,2,290,99,All,all,1
2014,2,290,99,No Predominant Racial Group,race_share_env,1
2014,2,290,99,Predominantly People of Color,race_share_env,1
2014,2,290,NA,"Predominantly White, Non-Hispanic",race_share_env,NA
2014,4,1,97.8480081,All,all,1
2014,4,1,97,No Predominant Racial Group,race_share_env,1
2014,4,1,97.80649132,Predominantly People of Color,race_share_env,1
2014,4,1,98.25622879,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,3,88.98074262,All,all,1
2014,4,3,90.10555421,No Predominant Racial Group,race_share_env,1
2014,4,3,82.13272055,Predominantly People of Color,race_share_env,1
2014,4,3,90.40889544,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,5,92.55520296,All,all,1
2014,4,5,90.53380153,No Predominant Racial Group,race_share_env,1
2014,4,5,93.33242609,Predominantly People of Color,race_share_env,1
2014,4,5,92.71891777,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,7,81.02355283,All,all,1
2014,4,7,75.93555946,No Predominant Racial Group,race_share_env,1
2014,4,7,77.81964669,Predominantly People of Color,race_share_env,1
2014,4,7,84.72979707,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,9,78.2209268,All,all,1
2014,4,9,77.30203694,No Predominant Racial Group,race_share_env,1
2014,4,9,74,Predominantly People of Color,race_share_env,1
2014,4,9,80.47230812,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,11,85.03045455,All,all,1
2014,4,11,78,No Predominant Racial Group,race_share_env,1
2014,4,11,90,Predominantly People of Color,race_share_env,1
2014,4,11,88,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,12,45.04644191,All,all,1
2014,4,12,NA,No Predominant Racial Group,race_share_env,NA
2014,4,12,33.65141796,Predominantly People of Color,race_share_env,1
2014,4,12,50.84745602,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,13,19.89020481,All,all,1
2014,4,13,15.83954081,No Predominant Racial Group,race_share_env,1
2014,4,13,11.99926094,Predominantly People of Color,race_share_env,1
2014,4,13,25.20116818,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,15,63.58961784,All,all,1
2014,4,15,49,No Predominant Racial Group,race_share_env,1
2014,4,15,93,Predominantly People of Color,race_share_env,1
2014,4,15,63.74902774,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,17,92.83470867,All,all,1
2014,4,17,77.87658194,No Predominant Racial Group,race_share_env,1
2014,4,17,94.2252321,Predominantly People of Color,race_share_env,1
2014,4,17,95.32299005,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,19,43.28901146,All,all,1
2014,4,19,33.48322626,No Predominant Racial Group,race_share_env,1
2014,4,19,29.87244345,Predominantly People of Color,race_share_env,1
2014,4,19,55.56415394,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,21,38.96654449,All,all,1
2014,4,21,34.85598833,No Predominant Racial Group,race_share_env,1
2014,4,21,40.22877286,Predominantly People of Color,race_share_env,1
2014,4,21,41.92602329,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,23,81.45801058,All,all,1
2014,4,23,89,No Predominant Racial Group,race_share_env,1
2014,4,23,79.90825954,Predominantly People of Color,race_share_env,1
2014,4,23,95,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,25,85.50598767,All,all,1
2014,4,25,78,No Predominant Racial Group,race_share_env,1
2014,4,25,NA,Predominantly People of Color,race_share_env,NA
2014,4,25,85.91456533,"Predominantly White, Non-Hispanic",race_share_env,1
2014,4,27,32.74079314,All,all,1
2014,4,27,23.27504226,No Predominant Racial Group,race_share_env,1
2014,4,27,34.44287986,Predominantly People of Color,race_share_env,1
2014,4,27,38.56526866,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,1,50.59636287,All,all,1
2014,5,1,47,No Predominant Racial Group,race_share_env,1
2014,5,1,46,Predominantly People of Color,race_share_env,1
2014,5,1,52.39800544,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,3,35.55875356,All,all,1
2014,5,3,22,No Predominant Racial Group,race_share_env,1
2014,5,3,NA,Predominantly People of Color,race_share_env,NA
2014,5,3,37.27281539,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,5,35.62302571,All,all,1
2014,5,5,NA,No Predominant Racial Group,race_share_env,NA
2014,5,5,NA,Predominantly People of Color,race_share_env,NA
2014,5,5,35.60786211,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,7,50.2595879,All,all,1
2014,5,7,42.34191475,No Predominant Racial Group,race_share_env,1
2014,5,7,NA,Predominantly People of Color,race_share_env,NA
2014,5,7,51.94818279,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,9,57.63523366,All,all,1
2014,5,9,NA,No Predominant Racial Group,race_share_env,NA
2014,5,9,NA,Predominantly People of Color,race_share_env,NA
2014,5,9,57.67776609,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,11,29.24107458,All,all,1
2014,5,11,26.07813983,No Predominant Racial Group,race_share_env,1
2014,5,11,NA,Predominantly People of Color,race_share_env,NA
2014,5,11,33.05793603,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,13,32.6196354,All,all,1
2014,5,13,NA,No Predominant Racial Group,race_share_env,NA
2014,5,13,NA,Predominantly People of Color,race_share_env,NA
2014,5,13,32.52062257,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,15,70.67009339,All,all,1
2014,5,15,NA,No Predominant Racial Group,race_share_env,NA
2014,5,15,NA,Predominantly People of Color,race_share_env,NA
2014,5,15,70.4830937,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,17,60.0553573,All,all,1
2014,5,17,60,No Predominant Racial Group,race_share_env,1
2014,5,17,58.29667519,Predominantly People of Color,race_share_env,1
2014,5,17,63,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,19,21.27416667,All,all,1
2014,5,19,15,No Predominant Racial Group,race_share_env,1
2014,5,19,NA,Predominantly People of Color,race_share_env,NA
2014,5,19,22.92704266,"Predominantly White, Non-Hispanic",race_share_env,1
2014,5,21,62.93182256,All,all,1
2014,5,21,NA,No Predominant Racial Group,race_share_env,NA
2014,5,21,NA,Predominantly People of Color,race_share_env,NA
